"pop_no"	"model"	"gene.flow.intensity.per.generation"	"qpAdm.setup"	"simulation.replicate"	"number"	"fit_criteria1"	"fit_criteria2"	"fit_criteria3"	"odds_maxdist"	"odds_avgdist"	"FPR_maxdist"	"FPR_avgdist"	"FNR_maxdist"	"FNR_avgdist"	"FDR_maxdist"	"FDR_avgdist"
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. non-rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.162055335968379	0.13659793814433	0.140316205533597	0.140463917525773	0.41869918699187	0.349056603773585	0.598314606741573	0.612359550561798
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. non-rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.168986083499006	0.165895571711831	0.145129224652087	0.128883013879709	0.396078431372549	0.290836653386454	0.587131367292225	0.522788203753351
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. non-rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.144609425435765	0.135083226632522	0.0903808908973531	0.0838668373879641	0.446428571428571	0.369668246445498	0.53030303030303	0.496212121212121
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. non-rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.197993311036789	0.166775244299674	0.0949832775919732	0.0938110749185668	0.462837837837838	0.38671875	0.471760797342193	0.478405315614618
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. non-rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.215885947046843	0.213414634146341	0.111337406653089	0.0989159891598916	0.389937106918239	0.326984126984127	0.458100558659218	0.407821229050279
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. non-rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.184053156146179	0.165467625899281	0.164119601328904	0.154349247874428	0.454873646209386	0.359683794466403	0.620603015075377	0.592964824120603
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.151674821226948	0.130402659770964	0.0925856228829507	0.0882896195049871	0.662531017369727	0.594900849858357	0.643979057591623	0.62565445026178
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.176744186046512	0.140924464487035	0.0833333333333333	0.0834272829763247	0.592105263157895	0.522666666666667	0.536159600997506	0.553615960099751
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.188349514563107	0.166603126191384	0.0955339805825243	0.092642012962257	0.622680412371134	0.574370709382151	0.573426573426573	0.566433566433566
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.135014836795252	0.109097499093875	0.0697329376854599	0.0717651322943095	0.590659340659341	0.538205980066445	0.55786350148368	0.587537091988131
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.19435736677116	0.162028211971026	0.0960031347962382	0.0941669843690431	0.627016129032258	0.569411764705882	0.569767441860465	0.574418604651163
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.141365162252891	0.120468692786525	0.0779559865721746	0.0809227389234713	0.696569920844327	0.68693009118541	0.645061728395062	0.682098765432099
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.162028211971026	0.139013452914798	0.061761341974838	0.0597907324364723	0.623529411764706	0.564516129032258	0.503105590062112	0.496894409937888
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.215250198570294	0.186966640806827	0.0949166004765687	0.0938712179984484	0.608856088560886	0.566390041493776	0.529933481152993	0.536585365853659
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.189775367931836	0.16012084592145	0.092563903950426	0.0913897280966767	0.63265306122449	0.582547169811321	0.570405727923628	0.577565632458234
"13 demes"	"2-way"	"10-3 to 10-2"	"prox. rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.207072691552063	0.182903350019253	0.0919449901768173	0.0908740854832499	0.662239089184061	0.629473684210526	0.567961165048544	0.572815533980582
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. non-rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.201634877384196	0.18151373074347	0.00749318801089918	0.00602813127930342	0.983108108108108	0.974169741697417	0.6875	0.5625
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. non-rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.101217168481742	0.0872865275142315	0.0160153747597694	0.0139152435167615	0.930379746835443	0.898550724637681	0.694444444444444	0.611111111111111
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. non-rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.153691275167785	0.136904761904762	0.010738255033557	0.0105820105820106	0.982532751091703	0.980676328502415	0.8	0.8
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. non-rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.153236459709379	0.133030499675535	0.0257595772787318	0.0246593121349773	0.952586206896552	0.941463414634146	0.78	0.76
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. non-rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.105263157894737	0.0882171499074645	0.0119047619047619	0.013571869216533	0.928571428571429	0.937062937062937	0.612903225806452	0.709677419354839
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. non-rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.176549865229111	0.139686684073107	0.00471698113207547	0.00587467362924282	0.973282442748092	0.976635514018692	0.5	0.642857142857143
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. non-rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.153846153846154	0.133720930232558	0.0170940170940171	0.0142118863049096	0.974358974358974	0.951690821256039	0.8125	0.6875
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. non-rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.209141274238227	0.178137651821862	0.00554016620498615	0.00607287449392713	0.970198675496689	0.96969696969697	0.470588235294118	0.529411764705882
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. non-rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.175236806495264	0.139763779527559	0.0121786197564276	0.0131233595800525	0.984555984555985	0.990610328638498	0.818181818181818	0.909090909090909
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. non-rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.179821551132464	0.167006109979633	0.029512697323267	0.0244399185336049	0.870229007633588	0.833333333333333	0.558441558441558	0.467532467532468
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.148888051262721	0.133928571428571	0.00452318130418394	0.00520833333333333	0.911392405063291	0.908333333333333	0.25531914893617	0.297872340425532
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.137078651685393	0.115766262403528	0.0131086142322097	0.0132304299889746	0.969945355191257	0.968253968253968	0.760869565217391	0.782608695652174
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.173863202139855	0.14498695490123	0.00993504012227742	0.0111815132314573	0.953846153846154	0.956298200514139	0.553191489361702	0.638297872340426
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.171748359706677	0.143933685003768	0.0104206869934388	0.0116804822908817	0.973033707865169	0.979057591623037	0.692307692307692	0.794871794871795
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.160314341846758	0.136206233166603	0.00707269155206287	0.00808003078106964	0.948529411764706	0.949152542372881	0.461538461538462	0.538461538461538
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.119731443491235	0.102865540044085	0.00634091756807161	0.00734753857457752	0.94392523364486	0.946428571428571	0.485714285714286	0.571428571428571
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.106963388370424	0.0901378579003181	0.0215362526920316	0.0215623895369388	0.939597315436242	0.933333333333333	0.769230769230769	0.782051282051282
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.201907790143084	0.161736457933154	0.0162957074721781	0.0153668843641952	0.974409448818898	0.966745843230404	0.759259259259259	0.740740740740741
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.255292652552927	0.20863309352518	0.0132835201328352	0.0107913669064748	0.964227642276423	0.948275862068966	0.592592592592593	0.5
"13 demes"	"2-way"	"10-4 to 10-3"	"dist. rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.147091515376065	0.135313531353135	0.0133382734346054	0.0124679134580125	0.964735516372796	0.956639566395664	0.72	0.68
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. non-rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.134262191260291	0.127123977344242	0.00633312222925903	0.00629326620516048	0.990566037735849	0.99009900990099	0.833333333333333	0.833333333333333
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. non-rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.243128964059197	0.207392197125257	0.0140944326990839	0.0123203285420945	0.92463768115942	0.907590759075908	0.434782608695652	0.391304347826087
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. non-rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.168986083499006	0.166666666666667	0.0198807157057654	0.0198412698412698	0.996078431372549	0.996031746031746	0.967741935483871	0.967741935483871
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. non-rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.151028277634961	0.133544303797468	0.0096401028277635	0.010126582278481	0.982978723404255	0.985781990521327	0.789473684210526	0.842105263157895
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. non-rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.15672131147541	0.135135135135135	0.0170491803278689	0.0154440154440154	0.916317991631799	0.895238095238095	0.565217391304348	0.521739130434783
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. non-rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.171314741035857	0.141747572815534	0.00199203187250996	0.00194174757281553	0.972868217054264	0.968036529680365	0.3	0.3
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. non-rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.215552523874488	0.193569993302076	0.0225102319236016	0.0234427327528466	0.962025316455696	0.965397923875433	0.733333333333333	0.777777777777778
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. non-rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.224964739069111	0.184049079754601	0.00916784203102962	0.00886162235855487	0.984326018808777	0.981481481481482	0.722222222222222	0.722222222222222
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. non-rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.180132450331126	0.154893065456902	0.0205298013245033	0.0200907323395982	0.970588235294118	0.96652719665272	0.794871794871795	0.794871794871795
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. non-rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.12427930813581	0.101003764115433	0.0160153747597694	0.0163111668757842	0.969072164948454	0.968944099378882	0.806451612903226	0.838709677419355
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.2	0.175281772250291	0.00357142857142857	0.00388651379712398	0.978174603174603	0.977827050997783	0.45	0.5
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.160270880361174	0.12719298245614	0.0127915726109857	0.0131578947368421	0.953051643192488	0.948275862068966	0.62962962962963	0.666666666666667
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.188649706457926	0.162265595101416	0.0144814090019569	0.0153080750095675	0.939834024896266	0.938679245283019	0.560606060606061	0.606060606060606
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.145881447267129	0.131079027355623	0.0157813702848345	0.0163373860182371	0.947229551451187	0.947826086956522	0.672131147540984	0.704918032786885
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.165954139137194	0.153402537485582	0.0124368441507967	0.0130718954248366	0.94847775175644	0.949874686716792	0.592592592592593	0.62962962962963
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.185586981790004	0.155589123867069	0.00542425416505231	0.00415407854984894	0.977035490605428	0.966019417475728	0.56	0.44
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.179944510503369	0.147648419429453	0.00713436385255648	0.00732459521973786	0.969162995594714	0.966057441253264	0.5625	0.59375
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.17887763055339	0.160337552742616	0.00350740452065472	0.00383582662063675	0.945533769063181	0.942583732057416	0.264705882352941	0.294117647058824
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.162567255956956	0.134658664666167	0.0119139123750961	0.0127531882970743	0.973995271867612	0.977715877437326	0.738095238095238	0.80952380952381
"13 demes"	"2-way"	"10-4 to 10-3"	"prox. rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.150247242297452	0.122077922077922	0.0121719284899201	0.0122448979591837	0.977215189873418	0.975683890577508	0.780487804878049	0.804878048780488
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. non-rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.270588235294118	0.216045038705137	0.025	0.0211118930330753	0.915760869565217	0.885993485342019	0.523076923076923	0.461538461538462
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. non-rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.169060052219321	0.158473479948254	0.00848563968668407	0.00970245795601552	0.884169884169884	0.885714285714286	0.302325581395349	0.348837209302326
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. non-rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.166332665330661	0.137459283387622	0.0220440881763527	0.0228013029315961	0.959839357429719	0.962085308056872	0.767441860465116	0.813953488372093
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. non-rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.218617771509168	0.196675900277008	0.0119887165021157	0.0138504155124654	0.967741935483871	0.975352112676056	0.62962962962963	0.740740740740741
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. non-rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.166554734721289	0.151093439363817	0.0342511752854265	0.0351225977468522	0.834677419354839	0.828947368421053	0.554347826086957	0.576086956521739
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. non-rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.300225733634311	0.247653429602888	0.0406320541760722	0.0411552346570397	0.929824561403509	0.927113702623907	0.658536585365854	0.695121951219512
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. non-rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.145129224652087	0.120622568093385	0.0238568588469185	0.0220492866407263	0.881278538812785	0.849462365591398	0.580645161290323	0.548387096774194
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. non-rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.169939065673663	0.148172757475083	0.033175355450237	0.0352159468438538	0.884462151394422	0.887892376681614	0.628205128205128	0.67948717948718
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. non-rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.175485599464166	0.147058823529412	0.043536503683858	0.042483660130719	0.83206106870229	0.804444444444444	0.596330275229358	0.596330275229358
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. non-rot."	10	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.139016393442623	0.124271844660194	0.0426229508196721	0.0420711974110032	0.863207547169811	0.848958333333333	0.691489361702128	0.691489361702128
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. rot."	1	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.204505038529935	0.170282203877904	0.0132384904169137	0.0126703781915915	0.908212560386473	0.891770011273957	0.41358024691358	0.407407407407407
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. rot."	2	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.148736600306279	0.134190134190134	0.0218223583460949	0.020979020979021	0.907335907335907	0.894366197183099	0.612903225806452	0.596774193548387
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. rot."	3	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.163854954430871	0.139331814730448	0.0254023657165018	0.0241078208048595	0.90414201183432	0.884196185286104	0.617924528301887	0.599056603773585
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. rot."	4	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.162637787661961	0.137989778534923	0.0174047573003288	0.0168464887374598	0.929845422116528	0.917695473251029	0.604026845637584	0.597315436241611
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. rot."	5	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.192961407718456	0.168887147335423	0.0191961607678464	0.0190047021943574	0.883937823834197	0.87122969837587	0.461538461538462	0.466346153846154
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. rot."	6	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.160099942340957	0.133521126760563	0.0288295214299443	0.0268544600938967	0.906362545018007	0.880450070323488	0.657894736842105	0.62719298245614
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. rot."	7	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.174100156494523	0.148488327592805	0.0311032863849765	0.0311902028319939	0.953932584269663	0.952319587628866	0.795	0.815
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. rot."	8	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.180101246105919	0.15074995253465	0.0272585669781931	0.0263907347636226	0.92	0.905541561712846	0.654205607476635	0.649532710280374
"13 demes"	"2-way"	"10-5 to 10-2"	"dist. rot."	9	32	"% (-0.3,1.3)"	"p>=0.001"	"1. simpler models not checked"	0.195699348984021	0.169174382716049	0.0171631485500099	0.0146604938271605	0.897177419354839	0.87115165336374	0.46031746031746	0.402116402116402
